"   Data/Date
(YYYYMMDD)";"Ora
/Hour";PUN;AUST;BSP;CNOR;COAC;CORS;CSUD;FRAN;GREC;MALT;MONT;NORD;ROSN;SARD;SICI;SLOV;SUD;SVIZ;XAUS;XFRA
20200303;14;35,08;39;39;39;34;1.700;34;39;14;14;34;39;14;34;14;39;14;39;39;39
20200303;15;37,27;41;41;41;36;1.700;36;41;15;15;36;41;15;36;15;41;15;41;41;41
20200303;16;42,33;45;45;45;40;1.700;40;45;33;33;40;45;33;40;33;45;33;45;45;45
20200303;17;42,54;44;44;44;40;1.700;40;44;37;37;40;44;37;40;37;44;37;44;44;44
20200303;18;42,00;42;42;42;42;1.700;42;42;42;42;42;42;42;42;42;42;42;42;42;42
20200303;19;55,98;56;56;56;56;1.700;56;56;56;56;56;56;56;56;56;56;56;56;56;56
20200303;20;56,90;57;57;57;57;1.700;57;57;57;57;57;57;57;57;57;57;57;57;57;57
20200303;21;43,34;43;43;43;43;1.700;43;43;43;43;43;43;43;43;43;43;43;43;43;43
20200303;22;39,17;39;39;39;39;1.700;39;39;39;39;39;39;39;39;39;39;39;39;39;39
20200303;23;35,03;35;35;35;35;1.700;35;35;35;35;35;35;35;35;35;35;35;35;35;35
20200303;24;31,29;31;31;31;31;1.700;31;31;31;31;31;31;31;31;31;31;31;31;31;31
20200304;1;30,10;30;30;30;30;1.250;30;30;30;30;30;30;30;30;30;30;30;30;30;30
20200304;2;28,10;28;28;28;28;1.250;28;28;28;28;28;28;28;28;28;28;28;28;28;28
20200304;3;27,08;27;27;27;27;1.250;27;27;27;27;27;27;27;27;27;27;27;27;27;27
20200304;4;26,90;27;27;27;27;1.250;27;27;27;27;27;27;27;27;27;27;27;27;27;27
20200304;5;28,12;28;28;28;28;1.250;28;28;28;28;28;28;28;28;28;28;28;28;28;28
20200304;6;34,06;34;34;34;34;1.250;34;34;34;34;34;34;34;34;34;34;34;34;34;34
20200304;7;41,01;41;41;41;41;1.250;41;41;41;41;41;41;41;41;41;41;41;41;41;41
20200304;8;52,96;53;53;53;53;1.250;53;53;53;53;53;53;53;53;53;53;53;53;53;53
20200304;9;60,00;60;60;60;60;1.250;60;60;60;60;60;60;60;60;60;60;60;60;60;60
20200304;10;53,50;54;54;54;54;1.250;54;54;54;54;54;54;54;54;54;54;54;54;54;54
20200304;11;45,00;45;45;45;45;1.250;45;45;45;45;45;45;45;45;45;45;45;45;45;45
20200304;12;41,94;42;42;42;42;1.250;42;42;42;42;42;42;42;42;42;42;42;42;42;42
20200304;13;37,90;38;38;38;38;1.250;38;38;38;38;38;38;38;38;38;38;38;38;38;38
20200304;14;36,99;37;37;37;37;1.250;37;37;37;37;37;37;37;37;37;37;37;37;37;37
20200304;15;39,14;39;39;39;39;1.250;39;39;39;39;39;39;39;39;39;39;39;39;39;39
20200304;16;43,82;44;44;44;44;1.250;44;44;44;44;44;44;44;44;44;44;44;44;44;44
20200304;17;45,41;45;45;45;45;1.250;45;45;45;45;45;45;45;45;45;45;45;45;45;45
20200304;18;48,49;48;48;48;48;1.250;48;48;48;48;48;48;48;48;48;48;48;48;48;48
20200304;19;64,70;65;65;65;65;1.250;65;65;65;65;65;65;65;65;65;65;65;65;65;65
20200304;20;63,34;63;63;63;63;1.250;63;63;63;63;63;63;63;63;63;63;63;63;63;63
20200304;21;48,49;48;48;48;48;1.250;48;48;48;48;48;48;48;48;48;48;48;48;48;48
20200304;22;40,87;41;41;41;41;1.250;41;41;41;41;41;41;41;41;41;41;41;41;41;41
20200304;23;36,28;36;36;36;36;1.250;36;36;36;36;36;36;36;36;36;36;36;36;36;36
20200304;24;32,86;33;33;33;33;1.250;33;33;33;33;33;33;33;33;33;33;33;33;33;33
20200305;1;39,96;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
20200305;2;38,73;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39
20200305;3;37,18;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37
20200305;4;37,19;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37
20200305;5;38,41;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38
20200305;6;38,00;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38
20200305;7;50,67;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51
20200305;8;53,92;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54
20200305;9;59,30;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59
20200305;10;55,00;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55;55
20200305;11;50,00;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50
20200305;12;45,00;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45
20200305;13;41,97;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42
20200305;14;41,00;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41
20200305;15;44,50;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45
20200305;16;47,00;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47
20200305;17;48,00;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48
20200305;18;50,67;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51
20200305;19;63,29;62;62;62;62;62;62;62;62;87;62;62;62;62;87;62;62;62;62;62
20200305;20;62,73;60;60;60;60;60;60;60;60;107;60;60;60;60;107;60;60;60;60;60
20200305;21;50,36;48;48;48;48;48;48;48;48;87;48;48;48;48;87;48;48;48;48;48
20200305;22;42,67;41;41;41;41;41;41;41;41;68;41;41;41;41;68;41;41;41;41;41
20200305;23;34,57;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35
20200305;24;30,00;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30
20200306;1;24,55;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25
20200306;2;22,96;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23
20200306;3;21,00;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21
20200306;4;19,99;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
20200306;5;20,22;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
20200306;6;24,10;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24
20200306;7;36,41;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36
20200306;8;43,24;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43
20200306;9;50,00;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50
20200306;10;47,77;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48
20200306;11;42,59;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43
20200306;12;40,05;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
20200306;13;35,00;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35
20200306;14;33,56;34;34;34;33;34;33;34;33;33;33;34;33;33;33;34;33;34;34;34
20200306;15;34,90;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35
20200306;16;38,56;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39
20200306;17;40,82;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41
20200306;18;44,00;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44
20200306;19;51,99;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52
20200306;20;52,57;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53
20200306;21;44,99;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45
20200306;22;41,21;40;40;40;40;40;40;40;40;59;40;40;40;40;59;40;40;40;40;40
20200306;23;33,52;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34
20200306;24;30,99;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31
20200307;1;39,68;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
20200307;2;39,68;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
20200307;3;37,78;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38
20200307;4;33,28;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33
20200307;5;34,29;34;34;34;35;35;35;34;35;35;35;34;35;35;35;34;35;34;34;34
20200307;6;37,63;35;35;35;44;44;44;35;44;44;44;35;44;44;44;35;44;35;35;35
20200307;7;40,00;38;38;38;44;44;44;38;44;44;44;38;44;44;44;38;44;38;38;38
20200307;8;44,29;40;40;40;53;53;53;40;53;53;53;40;53;53;53;40;53;40;40;40
20200307;9;42,38;42;42;42;44;44;44;42;44;44;44;42;44;44;44;42;44;42;42;42
20200307;10;42,40;42;42;42;44;44;44;42;44;44;44;42;44;44;44;42;44;42;42;42
20200307;11;43,39;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43
20200307;12;40,51;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41
20200307;13;36,01;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36
20200307;14;32,03;31;31;31;33;33;33;31;33;33;33;31;33;33;33;31;33;31;31;31
20200307;15;32,76;31;31;31;35;35;35;31;35;35;35;31;35;35;35;31;35;31;31;31
20200307;16;37,00;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37
20200307;17;39,77;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
20200307;18;41,43;41;41;42;42;42;42;41;42;42;42;41;42;42;42;41;42;41;41;41
20200307;19;50,65;44;44;57;57;57;57;44;57;65;57;44;57;57;65;44;57;44;44;44
20200307;20;53,16;44;44;63;63;63;63;44;63;63;63;44;63;63;63;44;63;44;44;44
20200307;21;49,21;41;41;57;57;57;57;41;57;65;57;41;57;57;65;41;57;41;41;41
20200307;22;43,92;41;41;43;43;43;43;41;43;72;43;41;43;43;72;41;43;41;41;41
20200307;23;38,87;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39
20200307;24;32,24;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32
20200308;1;26,85;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27
20200308;2;20,90;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21
20200308;3;20,00;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
20200308;4;19,10;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19
20200308;5;18,00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
20200308;6;18,10;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
20200308;7;20,51;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21
20200308;8;10,00;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
20200308;9;10,70;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11
20200308;10;15,00;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15
20200308;11;14,34;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14
20200308;12;15,00;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15
20200308;13;16,64;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17
20200308;14;10,72;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11
20200308;15;10,61;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11
20200308;16;13,03;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13
20200308;17;24,51;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25
20200308;18;31,70;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32
20200308;19;41,10;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41
20200308;20;46,75;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47
20200308;21;43,23;41;41;41;47;47;47;41;47;47;47;41;47;47;47;41;47;41;41;41
20200308;22;41,91;41;41;41;44;44;44;41;44;44;44;41;44;44;44;41;44;41;41;41
20200308;23;34,99;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35
20200308;24;30,41;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30
20200309;1;31,89;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32
20200309;2;30,72;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31
20200309;3;30,56;30;30;30;32;32;32;30;32;32;32;30;32;32;32;30;32;30;30;30
20200309;4;29,63;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30
20200309;5;29,90;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30
20200309;6;35,00;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35
20200309;7;40,00;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
20200309;8;46,99;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47
20200309;9;50,27;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50
20200309;10;48,74;50;50;50;50;50;50;50;40;40;50;50;40;50;40;50;40;50;50;50
20200309;11;43,65;45;45;45;45;45;45;45;34;34;45;45;34;45;34;45;34;45;45;45
20200309;12;43,43;45;45;45;45;45;45;45;32;32;45;45;32;45;32;45;32;45;45;45
20200309;13;40,32;42;42;42;42;42;42;42;29;29;42;42;29;42;29;42;29;42;42;42
20200309;14;40,35;42;42;42;42;42;42;42;29;29;42;42;29;42;29;42;29;42;42;42
20200309;15;42,60;44;44;44;44;44;44;44;33;33;44;44;33;44;33;44;33;44;44;44
20200309;16;45,99;47;47;47;47;47;47;47;36;36;47;47;36;47;36;47;36;47;47;47
20200309;17;50,00;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50
20200309;18;53,68;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54
20200309;19;63,34;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63
20200309;20;67,02;66;66;66;66;66;66;66;66;83;66;66;66;66;83;66;66;66;66;66
20200309;21;56,46;55;55;55;55;55;55;55;55;83;55;55;55;55;83;55;55;55;55;55
20200309;22;45,34;45;45;45;45;45;45;45;45;50;45;45;45;45;50;45;45;45;45;45
20200309;23;40,14;40;40;40;40;40;40;40;40;41;40;40;40;40;41;40;40;40;40;40
20200309;24;37,07;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37
20200310;1;35,62;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36
20200310;2;33,31;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33
20200310;3;30,77;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31
20200310;4;29,71;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30
20200310;5;29,71;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30
20200310;6;32,06;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32
20200310;7;37,61;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38
20200310;8;37,66;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38
20200310;9;41,28;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41
20200310;10;37,69;38;38;38;37;38;37;38;37;37;37;38;37;37;37;38;37;38;38;38
20200310;11;35,93;38;38;38;32;38;32;38;32;32;32;38;32;32;32;38;32;38;38;38
20200310;12;34,70;36;36;36;32;36;32;36;32;32;32;36;32;32;32;36;32;36;36;36
20200310;13;33,81;35;35;35;32;35;32;35;32;32;32;35;32;32;32;35;32;35;35;35
20200310;14;33,98;35;35;35;32;35;32;35;32;32;32;35;32;32;32;35;32;35;35;35
20200310;15;34,91;36;36;36;33;36;33;36;33;33;33;36;33;33;33;36;33;36;36;36
20200310;16;37,66;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38
20200310;17;42,01;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42
20200310;18;46,00;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46
20200310;19;61,23;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61
20200310;20;65,46;61;61;61;70;70;70;61;70;91;70;61;70;70;91;61;70;61;61;61
20200310;21;59,97;55;55;55;63;63;63;55;63;97;63;55;63;63;97;55;63;55;55;55
20200310;22;45,34;45;45;45;45;45;45;45;45;50;45;45;45;45;50;45;45;45;45;45
20200310;23;39,20;37;37;37;44;44;44;37;44;44;44;37;44;44;44;37;44;37;37;37
20200310;24;36,08;36;36;36;37;37;37;36;37;37;37;36;37;37;37;36;37;36;36;36
20200311;1;36,81;33;33;33;44;44;44;33;44;44;44;33;44;44;44;33;44;33;33;33
20200311;2;35,04;31;31;31;44;44;44;31;44;44;44;31;44;44;44;31;44;31;31;31
20200311;3;34,27;31;31;31;42;42;42;31;42;42;42;31;42;42;42;31;42;31;31;31
20200311;4;33,18;31;31;31;37;37;37;31;37;37;37;31;37;37;37;31;37;31;31;31
20200311;5;33,55;32;32;32;37;37;37;32;37;37;37;32;37;37;37;32;37;32;32;32
20200311;6;33,50;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34
20200311;7;40,90;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41
20200311;8;44,00;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44
20200311;9;45,00;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45
20200311;10;37,70;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38
20200311;11;36,29;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36
20200311;12;34,87;35;35;35;35;1.250;35;35;35;35;35;35;35;35;35;35;35;35;35;35
20200311;13;31,00;31;31;31;31;1.250;31;31;31;31;31;31;31;31;31;31;31;31;31;31
20200311;14;30,99;31;31;31;31;1.250;31;31;31;31;31;31;31;31;31;31;31;31;31;31
20200311;15;32,89;33;33;33;33;1.250;33;33;33;33;33;33;33;33;33;33;33;33;33;33
20200311;16;36,89;37;37;37;37;1.250;37;37;37;37;37;37;37;37;37;37;37;37;37;37
20200311;17;41,49;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41
20200311;18;46,00;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46
20200311;19;59,20;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59
20200311;20;63,14;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63
20200311;21;52,00;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52
20200311;22;44,21;44;44;44;44;44;44;44;44;47;44;44;44;44;47;44;44;44;44;44
20200311;23;36,93;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37
20200311;24;34,60;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35
20200312;1;35,83;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36
20200312;2;31,50;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32
20200312;3;30,21;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30
20200312;4;30,21;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30
20200312;5;30,00;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30
20200312;6;31,50;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32
20200312;7;40,00;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
20200312;8;43,94;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44
20200312;9;48,10;49;49;49;49;49;49;49;41;41;49;49;41;49;41;49;41;49;49;49
20200312;10;42,89;44;44;44;44;44;44;44;35;35;44;44;35;44;35;44;35;44;44;44
20200312;11;37,57;38;38;38;38;38;38;38;35;35;38;38;35;38;35;38;35;38;38;38
20200312;12;37,38;38;38;38;38;38;38;38;35;35;38;38;35;38;35;38;35;38;38;38
20200312;13;34,59;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35
20200312;14;33,89;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34
20200312;15;35,77;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36
20200312;16;37,81;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38
20200312;17;40,86;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41
20200312;18;44,03;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44
20200312;19;59,00;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59
20200312;20;60,91;61;61;61;62;62;62;61;62;62;62;61;62;62;62;61;62;61;61;61
20200312;21;52,59;52;52;52;52;52;52;52;52;62;52;52;52;52;62;52;52;52;52;52
20200312;22;44,03;44;44;44;44;44;44;44;44;51;44;44;44;44;51;44;44;44;44;44
20200312;23;37,14;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37
20200312;24;32,52;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33
20200313;1;24,28;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24
20200313;2;22,81;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23
20200313;3;21,00;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21
20200313;4;20,50;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21
20200313;5;20,50;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21
20200313;6;24,77;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25
20200313;7;37,25;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37
20200313;8;38,21;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38
20200313;9;38,41;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38
20200313;10;38,10;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38
20200313;11;36,27;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36
20200313;12;35,00;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35
20200313;13;31,44;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31
20200313;14;31,00;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31
20200313;15;32,64;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33
20200313;16;34,25;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34
20200313;17;37,28;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37
20200313;18;38,21;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38
20200313;19;48,11;44;44;44;56;56;56;44;56;56;56;44;56;56;56;44;56;44;44;44
20200313;20;50,35;44;44;44;62;62;62;44;62;62;62;44;62;62;62;44;62;44;44;44
20200313;21;46,69;40;40;40;59;59;59;40;59;62;59;40;59;59;62;40;59;40;40;40
20200313;22;40,72;37;37;37;47;47;47;37;47;47;47;37;47;47;47;37;47;37;37;37
20200313;23;36,99;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37
20200313;24;35,35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35
20200314;1;34,61;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35
20200314;2;32,50;32;32;32;33;33;33;32;33;33;33;32;33;33;33;32;33;32;32;32
20200314;3;31,43;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31
20200314;4;30,58;30;30;30;31;31;31;30;31;31;31;30;31;31;31;30;31;30;30;30
20200314;5;30,85;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31
20200314;6;31,15;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31
20200314;7;35,05;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35
20200314;8;36,14;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36
20200314;9;38,91;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39
20200314;10;38,00;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38
20200314;11;38,91;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39
20200314;12;39,28;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39
20200314;13;35,87;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36
20200314;14;34,61;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35
20200314;15;35,27;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35
20200314;16;37,00;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37
20200314;17;37,40;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37
20200314;18;38,77;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39
20200314;19;42,90;39;39;39;47;47;47;39;47;60;47;39;47;47;60;39;47;39;39;39
20200314;20;47,00;39;39;39;59;59;59;39;59;68;59;39;59;59;68;39;59;39;39;39
20200314;21;43,14;36;36;36;54;54;54;36;54;60;54;36;54;54;60;36;54;36;36;36
20200314;22;38,56;36;36;36;43;43;43;36;43;43;43;36;43;43;43;36;43;36;36;36
20200314;23;32,33;32;32;32;33;33;33;32;33;33;33;32;33;33;33;32;33;32;32;32
20200314;24;29,54;28;28;28;31;31;31;28;31;31;31;28;31;31;31;28;31;28;28;28
20200315;1;20,01;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
20200315;2;19,95;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
20200315;3;10,01;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
20200315;4;10,00;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
20200315;5;9,11;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
20200315;6;16,01;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16
20200315;7;16,01;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16
20200315;8;12,09;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12
20200315;9;10,00;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
20200315;10;11,67;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12
20200315;11;15,00;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15
20200315;12;18,00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
