"   Data/Date
(YYYYMMDD)";"Ora
Hour";PUN;AUST;BRNN;BSP;CNOR;COAC;CORS;CSUD;FOGN;FRAN;GREC;NORD;PRGP;ROSN;SARD;SICI;SLOV;SUD;SVIZ
20130315;3;48,78;63,90;32,02;33,12;32,02;32,02;32,02;32,02;32,02;63,90;32,02;63,90;8,00;32,02;32,02;8,00;63,90;32,02;63,90
20130315;4;44,38;56,10;32,02;33,03;32,02;32,02;32,02;32,02;32,02;56,10;32,02;56,10;8,00;32,02;32,02;8,00;56,10;32,02;56,10
20130315;5;41,67;51,74;30,09;32,87;35,00;30,09;30,09;30,09;30,09;51,74;30,09;51,74;8,00;30,09;30,09;8,00;51,74;30,09;51,74
20130315;6;48,46;58,13;33,60;37,04;58,13;33,60;33,60;33,60;33,60;58,13;33,60;58,13;8,00;33,60;33,60;8,00;58,13;33,60;58,13
20130315;7;56,94;71,45;37,10;48,15;37,10;37,10;37,10;37,10;37,10;71,45;37,10;71,45;33,69;37,10;37,10;33,69;71,45;37,10;71,45
20130315;8;68,20;75,59;59,17;68,97;59,17;59,17;59,17;59,17;59,17;75,59;59,17;75,59;52,01;59,17;59,17;52,01;75,59;59,17;75,59
20130315;9;76,94;90,00;42,01;65,72;65,00;65,00;65,00;65,00;42,01;90,00;42,01;90,00;52,00;42,01;65,00;52,00;90,00;42,01;90,00
20130315;10;76,91;88,00;42,02;57,00;70,00;70,00;70,00;70,00;42,02;88,00;42,02;88,00;50,00;42,02;70,00;50,00;88,00;42,02;88,00
20130315;11;71,12;83,00;42,01;49,84;61,95;61,95;61,95;61,95;42,01;83,00;42,01;83,00;42,01;42,01;61,95;42,01;83,00;42,01;83,00
20130315;12;64,57;75,00;41,98;44,97;55,00;55,00;55,00;55,00;41,98;75,00;41,98;75,00;41,98;41,98;55,00;41,98;75,00;41,98;75,00
20130315;13;53,37;64,20;39,77;40,50;39,77;39,77;39,77;39,77;39,77;64,20;39,77;64,20;39,77;39,77;39,77;39,77;64,20;39,77;64,20
20130315;14;49,56;64,39;30,12;38,06;30,12;30,12;30,12;30,12;30,12;64,39;30,12;64,39;30,12;30,12;30,12;30,12;64,39;30,12;64,39
20130315;15;54,14;64,95;39,77;36,40;39,77;39,77;39,77;39,77;39,77;64,95;39,77;64,95;39,77;39,77;39,77;39,77;64,95;39,77;64,95
20130315;16;59,70;65,60;40,24;37,50;55,00;55,00;55,00;55,00;40,24;65,60;40,24;65,60;52,00;40,24;55,00;52,00;65,60;40,24;65,60
20130315;17;62,28;65,00;42,02;41,89;65,00;65,00;65,00;65,00;42,02;65,00;42,02;65,00;52,01;42,02;65,00;52,01;65,00;42,02;65,00
20130315;18;69,44;69,54;68,86;50,00;69,54;69,54;69,54;69,54;68,86;69,54;68,86;69,54;68,86;68,86;69,54;68,86;69,54;68,86;69,54
20130315;19;84,60;80,00;80,00;64,07;80,00;80,00;80,00;80,00;80,00;80,00;80,00;80,00;146,00;80,00;80,00;146,00;80,00;80,00;80,00
20130315;20;96,31;92,50;92,50;68,00;92,50;92,50;92,50;92,50;92,50;92,50;92,50;92,50;146,02;92,50;92,50;146,02;92,50;92,50;92,50
20130315;21;84,62;78,00;78,00;54,00;78,00;121,05;121,05;78,00;78,00;78,00;78,00;78,00;141,02;78,00;121,05;141,02;78,00;78,00;78,00
20130315;22;70,98;66,86;66,86;43,62;66,86;66,86;66,86;66,86;66,86;66,86;66,86;66,86;121,02;66,86;66,86;121,02;66,86;66,86;66,86
20130315;23;71,46;64,48;64,48;37,84;64,48;121,05;121,05;64,48;64,48;64,48;64,48;64,48;121,00;64,48;121,05;121,00;64,48;64,48;64,48
20130315;24;64,95;64,95;64,95;31,21;64,95;64,95;64,95;64,95;64,95;64,95;64,95;64,95;64,95;64,95;64,95;64,95;64,95;64,95;64,95
20130316;1;56,21;60,70;40,36;36,04;60,70;40,36;40,36;40,36;40,36;60,70;40,36;60,70;77,00;40,36;40,36;77,00;60,70;40,36;60,70
20130316;2;52,90;58,50;38,82;32,73;58,50;38,82;38,82;38,82;38,82;58,50;38,82;58,50;55,01;38,82;38,82;55,01;58,50;38,82;58,50
20130316;3;48,09;53,57;32,82;29,06;53,57;32,82;32,82;32,82;32,82;53,57;32,82;53,57;55,00;32,82;32,82;55,00;53,57;32,82;53,57
20130316;4;42,67;46,00;31,27;26,86;46,00;31,27;31,27;31,27;31,27;46,00;31,27;46,00;55,00;31,27;31,27;55,00;46,00;31,27;46,00
20130316;5;40,00;42,00;31,27;25,70;42,00;31,27;31,27;31,27;31,27;42,00;31,27;42,00;55,00;31,27;31,27;55,00;42,00;31,27;42,00
20130316;6;42,49;45,15;32,82;23,48;45,15;32,82;32,82;32,82;32,82;45,15;32,82;45,15;55,00;32,82;32,82;55,00;45,15;32,82;45,15
20130316;7;47,19;51,66;39,10;23,90;39,10;39,10;39,10;39,10;39,10;51,66;39,10;51,66;55,01;39,10;39,10;55,01;51,66;39,10;51,66
20130316;8;60,46;60,00;60,00;28,44;60,00;60,00;60,00;60,00;60,00;60,00;60,00;60,00;66,82;60,00;60,00;66,82;60,00;60,00;60,00
20130316;9;57,86;60,00;42,02;30,20;52,00;52,00;52,00;52,00;42,02;60,00;42,02;60,00;85,98;42,02;52,00;85,98;60,00;42,02;60,00
20130316;10;58,97;60,46;42,01;31,00;59,33;59,33;59,33;59,33;42,01;60,46;42,01;60,46;66,94;42,01;59,33;66,94;60,46;42,01;60,46
20130316;11;51,17;58,70;40,00;30,63;40,00;40,00;40,00;40,00;40,00;58,70;40,00;58,70;55,01;40,00;40,00;55,01;58,70;40,00;58,70
20130316;12;43,72;52,01;30,09;27,71;30,09;30,09;30,09;30,09;30,09;52,01;30,09;52,01;55,04;30,09;30,09;55,04;52,01;30,09;52,01
20130316;13;41,36;47,90;30,06;23,86;30,06;30,06;30,06;30,06;30,06;47,90;30,06;47,90;55,03;30,06;30,06;55,03;47,90;30,06;47,90
20130316;14;37,65;40,80;30,06;20,35;30,06;30,06;30,06;30,06;30,06;40,80;30,06;40,80;55,03;30,06;30,06;55,03;40,80;30,06;40,80
20130316;15;38,91;39,50;30,08;20,00;30,08;30,08;30,08;30,08;30,08;39,50;30,08;39,50;79,00;30,08;30,08;79,00;39,50;30,08;39,50
20130316;16;45,12;41,63;41,63;20,80;41,63;41,63;41,63;41,63;41,63;41,63;41,63;41,63;86,00;41,63;41,63;86,00;41,63;41,63;41,63
20130316;17;51,85;49,00;48,40;25,72;49,00;49,00;49,00;49,00;48,40;49,00;48,40;49,00;86,01;48,40;49,00;86,01;49,00;48,40;49,00
20130316;18;66,78;62,72;62,72;32,80;62,72;62,72;62,72;62,72;62,72;62,72;62,72;62,72;115,06;62,72;62,72;115,06;62,72;62,72;62,72
20130316;19;80,36;74,88;74,88;45,64;74,88;74,88;74,88;74,88;74,88;74,88;74,88;74,88;146,06;74,88;74,88;146,06;74,88;74,88;74,88
20130316;20;95,43;91,26;91,26;44,70;91,26;91,26;91,26;91,26;91,26;91,26;91,26;91,26;146,06;91,26;91,26;146,06;91,26;91,26;91,26
20130316;21;80,00;73,20;73,48;39,28;73,20;101,89;101,89;73,48;73,48;73,20;73,48;73,20;141,06;73,48;101,89;141,06;73,20;73,48;73,20
20130316;22;69,43;64,95;64,95;35,58;64,95;64,95;64,95;64,95;64,95;64,95;64,95;64,95;121,06;64,95;64,95;121,06;64,95;64,95;64,95
20130316;23;66,49;61,67;61,67;33,20;61,67;61,67;61,67;61,67;61,67;61,67;61,67;61,67;121,06;61,67;61,67;121,06;61,67;61,67;61,67
20130316;24;60,25;56,58;56,58;22,14;56,58;56,58;56,58;56,58;56,58;56,58;56,58;56,58;101,06;56,58;56,58;101,06;56,58;56,58;56,58
20130317;1;61,22;59,53;59,53;12,49;59,53;59,53;59,53;59,53;59,53;59,53;59,53;59,53;81,01;59,53;59,53;81,01;59,53;59,53;59,53
20130317;2;52,70;50,51;50,51;5,30;50,51;50,51;50,51;50,51;50,51;50,51;50,51;50,51;79,00;50,51;50,51;79,00;50,51;50,51;50,51
20130317;3;44,83;44,00;44,00;2,00;44,00;44,00;44,00;44,00;44,00;44,00;44,00;44,00;55,01;44,00;44,00;55,01;44,00;44,00;44,00
20130317;4;40,30;39,10;39,10;2,00;39,10;39,10;39,10;39,10;39,10;39,10;39,10;39,10;55,01;39,10;39,10;55,01;39,10;39,10;39,10
20130317;5;40,02;38,82;38,82;2,00;38,82;38,82;38,82;38,82;38,82;38,82;38,82;38,82;55,00;38,82;38,82;55,00;38,82;38,82;38,82
20130317;6;39,79;38,58;38,58;2,00;38,58;38,58;38,58;38,58;38,58;38,58;38,58;38,58;55,00;38,58;38,58;55,00;38,58;38,58;38,58
20130317;7;39,75;38,58;38,58;2,00;38,58;38,58;38,58;38,58;38,58;38,58;38,58;38,58;55,00;38,58;38,58;55,00;38,58;38,58;38,58
20130317;8;35,26;33,74;33,74;7,53;33,74;33,74;33,74;33,74;33,74;33,74;33,74;33,74;55,00;33,74;33,74;55,00;33,74;33,74;33,74
20130317;9;33,80;32,10;32,10;9,96;32,10;32,10;32,10;32,10;32,10;32,10;32,10;32,10;55,00;32,10;32,10;55,00;32,10;32,10;32,10
20130317;10;36,06;34,50;34,50;15,36;34,50;34,50;34,50;34,50;34,50;34,50;34,50;34,50;55,00;34,50;34,50;55,00;34,50;34,50;34,50
20130317;11;37,43;36,00;36,00;18,99;36,00;36,00;36,00;36,00;36,00;36,00;36,00;36,00;55,00;36,00;36,00;55,00;36,00;36,00;36,00
20130317;12;38,43;37,09;37,09;18,93;37,09;37,09;37,09;37,09;37,09;37,09;37,09;37,09;55,00;37,09;37,09;55,00;37,09;37,09;37,09
20130317;13;41,10;40,00;40,00;14,90;40,00;40,00;40,00;40,00;40,00;40,00;40,00;40,00;55,00;40,00;40,00;55,00;40,00;40,00;40,00
20130317;14;30,09;30,09;30,09;11,00;30,09;30,09;30,09;30,09;30,09;30,09;30,09;30,09;30,09;30,09;30,09;30,09;30,09;30,09;30,09
20130317;15;30,08;30,08;30,08;7,55;30,08;30,08;30,08;30,08;30,08;30,08;30,08;30,08;30,08;30,08;30,08;30,08;30,08;30,08;30,08
20130317;16;34,71;34,71;34,71;7,47;34,71;34,71;34,71;34,71;34,71;34,71;34,71;34,71;34,71;34,71;34,71;34,71;34,71;34,71;34,71
20130317;17;39,10;39,10;39,10;11,99;39,10;39,10;39,10;39,10;39,10;39,10;39,10;39,10;39,10;39,10;39,10;39,10;39,10;39,10;39,10
20130317;18;56,14;56,22;56,22;20,29;56,22;56,22;56,22;56,22;56,22;56,22;56,22;56,22;55,01;56,22;56,22;55,01;56,22;56,22;56,22
20130317;19;72,00;72,00;72,00;34,69;72,00;72,00;72,00;72,00;72,00;72,00;72,00;72,00;72,00;72,00;72,00;72,00;72,00;72,00;72,00
20130317;20;97,60;90,00;90,00;37,22;90,00;169,50;169,50;90,00;90,00;90,00;90,00;90,00;146,00;90,00;169,50;146,00;90,00;90,00;90,00
20130317;21;88,02;79,23;79,23;34,52;79,23;169,50;169,50;79,23;79,23;79,23;79,23;79,23;141,01;79,23;169,50;141,01;79,23;79,23;79,23
20130317;22;73,94;70,04;70,04;28,77;70,04;70,04;70,04;70,04;70,04;70,04;70,04;70,04;121,01;70,04;70,04;121,01;70,04;70,04;70,04
20130317;23;63,57;63,57;63,57;27,62;63,57;63,57;63,57;63,57;63,57;63,57;63,57;63,57;63,57;63,57;63,57;63,57;63,57;63,57;63,57
20130317;24;54,17;54,10;54,10;19,26;54,10;54,10;54,10;54,10;54,10;54,10;54,10;54,10;55,00;54,10;54,10;55,00;54,10;54,10;54,10
20130318;1;51,30;51,30;51,30;19,24;51,30;51,30;51,30;51,30;51,30;51,30;51,30;51,30;51,30;51,30;51,30;51,30;51,30;51,30;51,30
20130318;2;42,76;45,00;38,82;11,18;45,00;38,82;38,82;38,82;38,82;45,00;38,82;45,00;38,82;38,82;38,82;38,82;45,00;38,82;45,00
20130318;3;37,42;40,84;31,27;9,33;40,84;31,27;31,27;31,27;31,27;40,84;31,27;40,84;31,27;31,27;31,27;31,27;40,84;31,27;40,84
20130318;4;35,05;37,75;30,10;8,67;37,75;30,10;30,10;30,10;30,10;37,75;30,10;37,75;30,10;30,10;30,10;30,10;37,75;30,10;37,75
20130318;5;34,12;36,29;30,10;8,39;36,29;30,10;30,10;30,10;30,10;36,29;30,10;36,29;30,10;30,10;30,10;30,10;36,29;30,10;36,29
20130318;6;38,74;43,21;30,09;17,05;43,21;30,09;30,09;30,09;30,09;43,21;30,09;43,21;30,09;30,09;30,09;30,09;43,21;30,09;43,21
20130318;7;52,12;61,99;38,69;37,38;38,69;38,69;38,69;38,69;38,69;61,99;38,69;61,99;38,69;38,69;38,69;38,69;61,99;38,69;61,99
20130318;8;65,78;70,03;59,98;49,47;59,98;59,98;59,98;59,98;59,98;70,03;59,98;70,03;59,98;59,98;59,98;59,98;70,03;59,98;70,03
20130318;9;81,07;87,45;30,10;49,19;87,45;87,45;87,45;87,45;30,10;87,45;30,10;87,45;55,00;30,10;87,45;55,00;87,45;30,10;87,45
20130318;10;79,02;85,01;30,10;49,98;85,01;85,01;85,01;85,01;30,10;85,01;30,10;85,01;55,00;30,10;85,01;55,00;85,01;30,10;85,01
20130318;11;76,67;83,30;30,08;45,16;83,30;83,30;83,30;83,30;30,08;83,30;30,08;83,30;38,69;30,08;83,30;38,69;83,30;30,08;83,30
20130318;12;68,98;75,00;30,08;43,11;75,00;75,00;75,00;75,00;30,08;75,00;30,08;75,00;30,08;30,08;75,00;30,08;75,00;30,08;75,00
20130318;13;57,79;65,33;21,89;40,71;60,53;60,53;60,53;60,53;21,89;65,33;21,89;65,33;21,89;21,89;60,53;21,89;65,33;21,89;65,33
20130318;14;56,23;64,22;15,00;39,50;60,02;60,02;60,02;60,02;15,00;64,22;15,00;64,22;15,00;15,00;60,02;15,00;64,22;15,00;64,22
20130318;15;59,59;64,55;27,33;38,55;64,55;64,55;64,55;64,55;27,33;64,55;27,33;64,55;27,33;27,33;64,55;27,33;64,55;27,33;64,55
20130318;16;61,39;64,55;30,07;39,12;64,55;64,55;64,55;64,55;30,07;64,55;30,07;64,55;55,00;30,07;64,55;55,00;64,55;30,07;64,55
20130318;17;61,74;65,00;30,08;41,29;65,00;65,00;65,00;65,00;30,08;65,00;30,08;65,00;55,01;30,08;65,00;55,01;65,00;30,08;65,00
20130318;18;67,61;68,00;30,10;44,90;68,00;68,00;68,00;68,00;30,10;68,00;30,10;68,00;115,00;30,10;68,00;115,00;68,00;30,10;68,00
20130318;19;79,93;79,23;40,00;55,98;79,23;79,23;79,23;79,23;40,00;79,23;40,00;79,23;146,02;40,00;79,23;146,02;79,23;40,00;79,23
20130318;20;87,43;86,15;56,39;56,97;86,15;86,15;86,15;86,15;56,39;86,15;56,39;86,15;146,02;56,39;86,15;146,02;86,15;56,39;86,15
20130318;21;73,96;71,30;44,46;50,97;71,30;71,30;71,30;71,30;44,46;71,30;44,46;71,30;146,03;44,46;71,30;146,03;71,30;44,46;71,30
20130318;22;66,64;66,01;30,10;47,24;66,01;66,01;66,01;66,01;30,10;66,01;30,10;66,01;121,03;30,10;66,01;121,03;66,01;30,10;66,01
20130318;23;66,64;64,85;40,00;42,90;64,85;64,85;64,85;64,85;40,00;64,85;40,00;64,85;121,03;40,00;64,85;121,03;64,85;40,00;64,85
20130318;24;62,81;62,94;30,10;33,30;62,94;62,94;62,94;62,94;30,10;62,94;30,10;62,94;101,00;30,10;62,94;101,00;62,94;30,10;62,94
20130319;1;47,66;56,03;14,10;31,95;56,03;31,27;31,27;31,27;14,10;56,03;14,10;56,03;55,01;14,10;31,27;55,01;56,03;14,10;56,03
20130319;2;45,43;52,72;14,09;29,99;52,72;30,02;30,02;30,02;14,09;52,72;14,09;52,72;55,00;14,09;30,02;55,00;52,72;14,09;52,72
20130319;3;42,37;48,00;14,09;28,50;48,00;30,02;30,02;30,02;14,09;48,00;14,09;48,00;55,00;14,09;30,02;55,00;48,00;14,09;48,00
20130319;4;38,40;42,00;14,09;28,30;42,00;30,02;30,02;30,02;14,09;42,00;14,09;42,00;55,00;14,09;30,02;55,00;42,00;14,09;42,00
20130319;5;35,09;41,00;14,10;27,00;41,00;30,02;30,02;30,02;14,10;41,00;14,10;41,00;14,10;14,10;30,02;14,10;41,00;14,10;41,00
20130319;6;41,95;51,04;14,10;31,74;51,04;30,02;30,02;30,02;14,10;51,04;14,10;51,04;14,10;14,10;30,02;14,10;51,04;14,10;51,04
20130319;7;53,55;64,99;25,00;39,97;37,10;37,10;37,10;37,10;25,00;64,99;25,00;64,99;55,00;25,00;37,10;55,00;64,99;25,00;64,99
20130319;8;67,43;70,00;40,00;50,67;70,00;70,00;70,00;70,00;40,00;70,00;40,00;70,00;67,18;40,00;70,00;67,18;70,00;40,00;70,00
20130319;9;70,82;76,00;20,00;54,73;76,00;76,00;76,00;76,00;20,00;76,00;20,00;76,00;61,28;20,00;76,00;61,28;76,00;20,00;76,00
20130319;10;69,83;76,00;14,09;50,90;75,00;75,00;75,00;75,00;14,09;76,00;14,09;76,00;55,01;14,09;75,00;55,01;76,00;14,09;76,00
20130319;11;59,97;71,22;14,08;46,70;50,00;50,00;50,00;50,00;14,08;71,22;14,08;71,22;55,00;14,08;50,00;55,00;71,22;14,08;71,22
20130319;12;59,62;65,76;14,07;45,35;60,00;60,00;60,00;60,00;14,07;65,76;14,07;65,76;55,00;14,07;60,00;55,00;65,76;14,07;65,76
20130319;13;46,06;62,23;14,07;42,05;30,13;30,13;30,13;30,13;14,07;62,23;14,07;62,23;14,07;14,07;30,13;14,07;62,23;14,07;62,23
20130319;14;49,46;63,19;14,07;41,15;30,02;30,02;30,02;30,02;14,07;63,19;14,07;63,19;55,00;14,07;30,02;55,00;63,19;14,07;63,19
20130319;15;58,33;63,52;14,09;40,51;60,01;60,01;60,01;60,01;14,09;63,52;14,09;63,52;55,01;14,09;60,01;55,01;63,52;14,09;63,52
20130319;16;59,42;63,55;14,98;42,33;63,55;63,55;63,55;63,55;14,98;63,55;14,98;63,55;55,01;14,98;63,55;55,01;63,55;14,98;63,55
20130319;17;64,38;65,00;41,00;43,69;65,00;65,00;65,00;65,00;41,00;65,00;41,00;65,00;86,01;41,00;65,00;86,01;65,00;41,00;65,00
20130319;18;77,86;72,00;66,18;48,40;72,00;169,50;169,50;72,00;66,18;72,00;66,18;72,00;115,01;66,18;169,50;115,01;72,00;66,18;72,00
20130319;19;90,95;83,72;83,72;61,67;83,72;169,50;169,50;83,72;83,72;83,72;83,72;83,72;146,02;83,72;169,50;146,02;83,72;83,72;83,72
20130319;20;99,12;92,51;92,51;73,68;92,51;169,50;169,50;92,51;92,51;92,51;92,51;92,51;146,02;92,51;169,50;146,02;92,51;92,51;92,51
20130319;21;81,33;72,00;72,00;53,26;72,00;169,50;169,50;72,00;72,00;72,00;72,00;72,00;146,02;72,00;169,50;146,02;72,00;72,00;72,00
20130319;22;73,16;67,03;67,03;46,23;67,03;120,25;120,25;67,03;67,03;67,03;67,03;67,03;121,02;67,03;120,25;121,02;67,03;67,03;67,03
20130319;23;75,48;67,00;67,00;40,97;67,00;169,50;169,50;67,00;67,00;67,00;67,00;67,00;121,01;67,00;169,50;121,01;67,00;67,00;67,00
20130319;24;66,96;63,90;63,90;36,06;63,90;120,25;120,25;63,90;63,90;63,90;63,90;63,90;70,45;63,90;120,25;70,45;63,90;63,90;63,90
20130320;1;57,33;55,58;55,58;36,40;55,58;55,58;55,58;55,58;55,58;55,58;55,58;55,58;80,00;55,58;55,58;80,00;55,58;55,58;55,58
20130320;2;50,44;50,10;50,10;34,62;50,10;50,10;50,10;50,10;50,10;50,10;50,10;50,10;55,01;50,10;50,10;55,01;50,10;50,10;50,10
20130320;3;45,21;44,49;44,49;33,10;44,49;44,49;44,49;44,49;44,49;44,49;44,49;44,49;55,01;44,49;44,49;55,01;44,49;44,49;44,49
20130320;4;40,48;39,41;39,41;31,46;39,41;39,41;39,41;39,41;39,41;39,41;39,41;39,41;55,01;39,41;39,41;55,01;39,41;39,41;39,41
20130320;5;40,63;39,60;39,60;31,89;39,60;39,60;39,60;39,60;39,60;39,60;39,60;39,60;55,00;39,60;39,60;55,00;39,60;39,60;39,60
20130320;6;48,45;48,00;48,00;34,27;48,00;48,00;48,00;48,00;48,00;48,00;48,00;48,00;55,00;48,00;48,00;55,00;48,00;48,00;48,00
20130320;7;64,31;64,31;64,31;46,20;64,31;64,31;64,31;64,31;64,31;64,31;64,31;64,31;64,31;64,31;64,31;64,31;64,31;64,31;64,31
20130320;8;71,11;68,90;68,90;62,44;68,90;68,90;68,90;68,90;68,90;68,90;68,90;68,90;104,00;68,90;68,90;104,00;68,90;68,90;68,90
20130320;9;75,78;74,50;64,00;64,48;74,50;74,50;74,50;74,50;64,00;74,50;64,00;74,50;109,01;64,00;74,50;109,03;74,50;64,00;74,50
20130320;10;77,59;76,00;61,68;61,05;76,00;76,00;76,00;76,00;61,68;76,00;61,68;76,00;120,01;61,68;76,00;120,03;76,00;61,68;76,00
20130320;11;73,30;71,50;56,13;53,16;71,50;71,50;71,50;71,50;56,13;71,50;56,13;71,50;120,04;56,13;71,50;120,04;71,50;56,13;71,50
20130320;12;66,36;68,11;43,41;49,80;68,11;68,11;68,11;68,11;43,41;68,11;43,41;68,11;70,44;43,41;68,11;70,44;68,11;43,41;68,11
20130320;13;61,41;63,81;41,02;47,00;63,81;63,81;63,81;63,81;41,02;63,81;41,02;63,81;55,01;41,02;63,81;55,01;63,81;41,02;63,81
20130320;14;62,23;63,86;49,98;44,76;63,86;63,86;63,86;63,86;49,98;63,86;49,98;63,86;55,01;49,98;63,86;55,01;63,86;49,98;63,86
20130320;15;64,48;65,78;56,13;42,00;65,78;65,78;65,78;65,78;56,13;65,78;56,13;65,78;56,13;56,13;65,78;56,13;65,78;56,13;65,78
20130320;16;67,58;67,00;59,69;43,42;67,00;67,00;67,00;67,00;59,69;67,00;59,69;67,00;86,02;59,69;67,00;86,02;67,00;59,69;67,00
20130320;17;70,43;69,95;63,77;47,59;69,95;69,95;69,95;69,95;63,77;69,95;63,77;69,95;86,01;63,77;69,95;86,02;69,95;63,77;69,95
20130320;18;74,96;72,40;72,40;53,00;72,40;72,40;72,40;72,40;72,40;72,40;72,40;72,40;115,02;72,40;72,40;115,02;72,40;72,40;72,40
20130320;19;87,80;83,80;83,80;70,71;83,80;83,80;83,80;83,80;83,80;83,80;83,80;83,80;146,02;83,80;83,80;146,02;83,80;83,80;83,80
20130320;20;97,75;94,32;94,32;81,01;94,32;94,32;94,32;94,32;94,32;94,32;94,32;94,32;146,02;94,32;94,32;146,02;94,32;94,32;94,32
20130320;21;77,16;72,00;72,00;57,48;72,00;72,00;72,00;72,00;72,00;72,00;72,00;72,00;146,03;72,00;72,00;146,03;72,00;72,00;72,00
20130320;22;71,38;67,60;67,60;48,15;67,60;67,60;67,60;67,60;67,60;67,60;67,60;67,60;121,03;67,60;67,60;121,03;67,60;67,60;67,60
20130320;23;69,55;65,55;65,55;44,55;65,55;65,55;65,55;65,55;65,55;65,55;65,55;65,55;121,01;65,55;65,55;121,01;65,55;65,55;65,55
20130320;24;64,81;62,00;62,00;37,20;62,00;62,00;62,00;62,00;62,00;62,00;62,00;62,00;101,00;62,00;62,00;101,00;62,00;62,00;62,00
20130321;1;60,92;66,00;49,99;36,41;66,00;49,99;49,99;49,99;49,99;66,00;49,99;66,00;55,00;49,99;49,99;55,00;66,00;49,99;66,00
20130321;2;51,47;59,80;34,75;33,10;59,80;34,75;34,75;34,75;34,75;59,80;34,75;59,80;34,75;34,75;34,75;34,75;59,80;34,75;59,80
20130321;3;46,87;54,50;31,27;32,88;54,50;31,27;31,27;31,27;31,27;54,50;31,27;54,50;31,27;31,27;31,27;31,27;54,50;31,27;54,50
20130321;4;41,04;48,00;31,19;31,56;48,00;31,19;31,19;31,19;31,19;48,00;31,19;48,00;9,40;31,19;31,19;9,40;48,00;31,19;48,00
20130321;5;40,42;47,14;31,19;32,46;47,14;31,19;31,19;31,19;31,19;47,14;31,19;47,14;8,00;31,19;31,19;8,00;47,14;31,19;47,14
20130321;6;45,22;55,66;16,00;36,11;55,66;31,19;31,19;31,19;16,00;55,66;16,00;55,66;8,00;16,00;31,19;8,00;55,66;16,00;55,66
20130321;7;57,69;70,57;15,00;49,83;54,53;54,53;54,53;54,53;15,00;70,57;15,00;70,57;0,00;15,00;54,53;0,00;70,57;15,00;70,57
20130321;8;67,67;75,49;20,01;63,70;75,49;75,49;75,49;75,49;20,01;75,49;20,01;75,49;20,01;20,01;75,49;20,01;75,49;20,01;75,49
20130321;9;70,35;78,23;20,00;69,08;78,23;78,23;78,23;78,23;20,00;78,23;20,00;78,23;20,00;20,00;78,23;20,00;78,23;20,00;78,23
20130321;10;68,23;76,61;15,00;62,20;76,61;76,61;76,61;76,61;15,00;76,61;15,00;76,61;15,00;15,00;76,61;15,00;76,61;15,00;76,61
20130321;11;62,31;71,80;2,00;55,94;71,80;71,80;71,80;71,80;2,00;71,80;2,00;71,80;2,00;2,00;71,80;2,00;71,80;2,00;71,80
20130321;12;57,55;69,00;0,00;52,13;62,10;62,10;62,10;62,10;0,00;69,00;0,00;69,00;0,00;0,00;62,10;0,00;69,00;0,00;69,00
20130321;13;49,97;63,04;0,00;48,95;50,00;50,00;50,00;50,00;0,00;63,04;0,00;63,04;0,00;0,00;50,00;0,00;63,04;0,00;63,04
20130321;14;44,63;63,00;0,00;49,05;30,02;30,02;30,02;30,02;0,00;63,00;0,00;63,00;0,00;0,00;30,02;0,00;63,00;0,00;63,00
20130321;15;54,22;64,25;0,00;47,56;60,00;60,00;60,00;60,00;0,00;64,25;0,00;64,25;0,00;0,00;60,00;0,00;64,25;0,00;64,25
20130321;16;54,30;64,12;0,00;49,57;60,53;60,53;60,53;60,53;0,00;64,12;0,00;64,12;0,00;0,00;60,53;0,00;64,12;0,00;64,12
20130321;17;57,04;65,75;0,00;51,84;65,75;65,75;65,75;65,75;0,00;65,75;0,00;65,75;8,00;0,00;65,75;8,00;65,75;0,00;65,75
20130321;18;64,81;70,61;30,29;61,60;70,61;70,61;70,61;70,61;30,29;70,61;30,29;70,61;30,29;30,29;70,61;30,29;70,61;30,29;70,61
20130321;19;78,84;84,50;42,00;77,32;84,50;84,50;84,50;84,50;42,00;84,50;42,00;84,50;55,00;42,00;84,50;55,00;84,50;42,00;84,50
20130321;20;99,40;104,30;62,99;98,39;104,30;104,30;104,30;104,30;62,99;104,30;62,99;104,30;85,98;62,99;104,30;85,98;104,30;62,99;104,30
20130321;21;78,60;79,00;62,99;63,60;79,00;79,00;79,00;79,00;62,99;79,00;62,99;79,00;94,72;62,99;79,00;94,72;79,00;62,99;79,00
20130321;22;70,00;71,08;60,00;51,58;71,08;71,11;71,11;71,08;60,00;71,08;60,00;71,08;70,01;60,00;71,11;70,01;71,08;60,00;71,08
20130321;23;70,06;67,03;57,35;45,60;67,03;169,50;169,50;67,03;57,35;67,03;57,35;67,03;57,35;57,35;169,50;57,35;67,03;57,35;67,03
20130321;24;63,65;66,00;45,68;36,87;66,00;71,11;71,11;66,00;45,68;66,00;45,68;66,00;55,00;45,68;71,11;55,00;66,00;45,68;66,00
20130322;1;59,65;59,65;59,65;35,51;59,65;59,65;59,65;59,65;59,65;59,65;59,65;59,65;59,65;59,65;59,65;59,65;59,65;59,65;59,65
20130322;2;54,07;54,00;54,00;32,79;54,00;54,00;54,00;54,00;54,00;54,00;54,00;54,00;55,00;54,00;54,00;55,00;54,00;54,00;54,00
20130322;3;49,01;48,59;48,59;31,55;48,59;48,59;48,59;48,59;48,59;48,59;48,59;48,59;55,00;48,59;48,59;55,00;48,59;48,59;48,59
